,,,,,,,,,,,,,,,
10.666666666666666,,,,,,,,,,,,,,,
15.333333333333334,21,,,,,,,,,,,,,,
20.666666666666668,21,5.333333333333333,,,,,,,,,,,,,
20.666666666666668,26,15.666666666666666,15.666666666666666,,,,,,,,,,,,
26,20.666666666666668,21,15.666666666666666,10.333333333333334,,,,,,,,,,,
20.666666666666668,15.666666666666666,21,15.666666666666666,21,15.666666666666666,,,,,,,,,,
15.666666666666666,21,15.333333333333334,21,15.666666666666666,20.666666666666668,10.666666666666666,,,,,,,,,
20.666666666666668,21,15.333333333333334,21,20.666666666666668,21,20.666666666666668,15.666666666666666,,,,,,,,
21,20.666666666666668,21,20.666666666666668,21,20.666666666666668,21,15.666666666666666,10.333333333333334,,,,,,,
15.666666666666666,20.666666666666668,15.666666666666666,15.666666666666666,21,20.666666666666668,15.666666666666666,15.666666666666666,15.666666666666666,20.666666666666668,,,,,,
15.666666666666666,21,15.333333333333334,15.666666666666666,15.666666666666666,20.666666666666668,15.666666666666666,15.666666666666666,15.666666666666666,15.333333333333334,5.333333333333333,,,,,
15.666666666666666,20.666666666666668,21,15.333333333333334,21,20.666666666666668,21,15.666666666666666,20.666666666666668,21,15.666666666666666,15.666666666666666,,,,
20.666666666666668,21,20.666666666666668,15.666666666666666,20.666666666666668,21,20.666666666666668,15.666666666666666,21,20.666666666666668,15.666666666666666,15.666666666666666,10.333333333333334,,,
21,15.666666666666666,20.666666666666668,15.666666666666666,21,20.666666666666668,15.666666666666666,15.666666666666666,20.666666666666668,15.666666666666666,15.666666666666666,15.666666666666666,15.333333333333334,21,,
15.666666666666666,20.666666666666668,21,15.666666666666666,20.666666666666668,15.666666666666666,21,15.333333333333334,21,15.666666666666666,20.666666666666668,15.666666666666666,15.666666666666666,21,5,
